id,title,handle,url,productType,minPrice,maxPrice,inStock,colors,variantCount,tags,primaryImage
8037808996422,Jazz Tote,the-jazz-tote,https://mokobara.com/products/the-jazz-tote,Totes & Handbags,8499,8499,true,Money Moves | Cloud Nine,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Jazz-Tote_CN_1.jpg?v=1775714340
8437359280198,Aisle Cabin Pro,the-aisle-cabin-pro,https://mokobara.com/products/the-aisle-cabin-pro,Luggage,6499,6499,true,Money Moves | Shy Blue | We Meet Again,3,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Aisle-Cabin-Pro_Money-moves_1.jpg?v=1782539489
7721651863622,Teppanyaki Briefcase,the-teppanyaki-briefcase,https://mokobara.com/products/the-teppanyaki-briefcase,Briefcases & Duffles,6999,6999,true,Multiverse | Mokogram- Tofu,2,30DAY | lgsy_non_returnable | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Teppanyaki-Briefcase-1_445dbac6-44f1-4e1a-90ef-b89a92b37c13.jpg?v=1772175613
7846927401030,Overnighter Backpack - 23L (V1),the-overnighter-backpack-v1,https://mokobara.com/products/the-overnighter-backpack-v1,Backpacks,8299,8299,true,Home Grown Sunray 1.0 | Crypto 1.0 | Headspace 1.0,3,;ITRVJL,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/The-Overnighter-Backpack_Homegrown-1_e040e875-3213-4c77-af88-432d73b875c4.webp?v=1775461510
7250064900166,Halo Handbag,the-halo-handbag-1,https://mokobara.com/products/the-halo-handbag-1,Totes & Handbags,4499,4499,true,Tan Lines | Midnight | Lucky Charm | Still Loading,4,popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Halo-Handbag_2.0_TL-1.jpg?v=1768804477
7036451586118,Em Set of 2 Luggage,the-em-set-of-2-luggage,https://mokobara.com/products/the-em-set-of-2-luggage,Luggage,11999,11999,true,Heavy Dose | 4AM Forest | Still Loading | 4AM Forest Sunray (Limited Edition) | We Meet Again Sunray (Limited Edition) | We Meet Again | Stir Sunshine (Limited Edition) | Modern Love (Limited Edition),8,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/The-Em-Set-of-2-Luggage_Heavy-Dose-1_b152148d-7c20-4acb-997d-81e140cc2947.webp?v=1775544815
6539099668550,Float - Cabin Luggage,the-float-cabin-luggage,https://mokobara.com/products/the-float-cabin-luggage,Luggage,6499,6499,true,Wild Flower Greenray (Limited Edition) | Ocean Sunray (Limited Edition) | Forest Sunray (Limited Edition) | Beach Sunrise (Limited Edition) | Summer Greenray (Limited Edition) | Silhouette | Silhouette Sunray (Limited Edition) | After Hours (Premium Texture) | Million Dollar (Premium Texture) | Cosmic Vibes (Limited Edition) | New Standard (Limited Edition) | Seaweed Green | Crypto | Space Blue | Crypto Sunray (Limited Edition) | Sunnyside Yellow,16,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/Listing-images-1_0a6cf069-107d-40be-92e2-3605c4e5a225.jpg?v=1686746838
7911289421894,Celeste Tote (V1),the-celeste-tote-v1,https://mokobara.com/products/the-celeste-tote-v1,Totes & Handbags,7499,7499,true,Money Moves 1.0 | Coconut Cream 1.0 | Tan Lines 1.0 | Deep Dive 1.0,4,,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/Celeste-Tote-Crypto-1.webp?v=1773386859
7628106006598,Autopilot Backpack - 35L,the-autopilot-backpack,https://mokobara.com/products/the-autopilot-backpack,Backpacks,5799,5799,true,Green Energy | Money Moves | Headspace Sunray,3,30DAY | MOKO_PIN | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Autopilot-Backpack_Crypto-1_10c48fe2-b23f-4bea-88b0-5a0e47fcb0c4.jpg?v=1775632193
7877394792518,Bliss Briefcase,the-bliss-briefcase,https://mokobara.com/products/the-bliss-briefcase,Briefcases & Duffles,7999,7999,true,Café Culture | Money Moves | Old Money | Homegrown,4,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Bliss-Briefcase-MM-2_e3218ddc-32e5-42ed-b75c-d4a594c86ef1.jpg?v=1776409954
8087956586566,4:10 Pickleball Case,pickleball,https://mokobara.com/products/pickleball,Travel Accessories,4299,4299,true,Eclipse,1,lgsy_non_exchangeable | lgsy_non_returnable | NO_RETURN | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-4-10-Pickleball-Case_1_935a4c06-6735-4803-9d4f-0dc63575cddd.jpg?v=1765357974
7893403074630,Bass Briefcase,the-bass-briefcase,https://mokobara.com/products/the-bass-briefcase,Briefcases & Duffles,7999,7999,true,Black Sesame | Vision Board,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Bass-Briefcase-Shopify-Mokogram---Black-Sesame-01.jpg?v=1752215999
7957868183622,Sunflower Tote,the-sunflower-tote,https://mokobara.com/products/the-sunflower-tote,Totes & Handbags,6999,6999,true,Lucky Charm | Money Moves | Coconut Cream,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Sunflower-Tote_3.0-Coconut-cream-1.jpg?v=1775808143
7894710419526,Memo Crossbody,the-memo-crossbody,https://mokobara.com/products/the-memo-crossbody,Travel Accessories,3999,3999,true,Black Sesame | Mokogram Tofu,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Memo-Crossbody-Black-Sesame-Shopify-1_4c14cd2f-2eaa-4f20-b7b1-175a6bf3506f.jpg?v=1780645877
7673049645126,Decaf Briefcase,the-decaf-briefcase,https://mokobara.com/products/the-decaf-briefcase,Briefcases & Duffles,6999,6999,true,Coastline | Green Energy | Money Moves,3,30DAY | lgsy_non_exchangeable | lgsy_non_returnable | POSX | stylet4_SET-OF-3-UPSELL | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Decaf-Breifcase-CL-1.jpg?v=1774261727
7235430318150,Spacewalk Backpack - 17L,the-spacewalk-backpack,https://mokobara.com/products/the-spacewalk-backpack,Backpacks,4799,4799,true,Homebrew Sunray | Moon Landing,2,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Spacewalk_Back_Pack_Homebrew_sunray_shopify_1_a44b1b90-6d3f-45ae-b4a0-d472073896b2.jpg?v=1773040480
7673707593798,Friday Sling,the-friday-sling,https://mokobara.com/products/the-friday-sling,Travel Accessories,3499,3499,true,Multiverse | Money Moves,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Friday-Sling_S_A_M-1.jpg?v=1772129597
6958979711046,The Briefcase Pro,the-briefcase-pro,https://mokobara.com/products/the-briefcase-pro,Briefcases & Duffles,6999,6999,true,Tailored Blue | Money Moves | Green Energy | Flawsome,4,30DAY | MOKO_PIN | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/The-Briefcase-Pro_TB-1.webp?v=1774264658
4830271340614,Backpack Pro - 21 L,the-backpack-pro-bags-online,https://mokobara.com/products/the-backpack-pro-bags-online,Backpacks,5499,5499,true,Green Energy | Deep Black | Deep Dive | Mauve-Ment | Reflection Day (Gloss Edition),5,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Backpack-Pro_DD-1.webp?v=1775634115
7061805957190,Bliss Backpack - 21L,the-bliss-backpack,https://mokobara.com/products/the-bliss-backpack,Backpacks,6999,6999,true,Plot Twist | Home Grown | Money Moves,3,30DAY | MOKO_PIN | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Bliss-Backpack_NewR3.webp?v=1775540890
7971443540038,Celeste Tote,the-celeste-tote,https://mokobara.com/products/the-celeste-tote,Totes & Handbags,8499,8499,true,Tan Lines | Coconut Cream | Money Moves,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/CelesteTote3.0TanLines-1.jpg?v=1773027355
7961962610758,Dawn Tote,the-dawn-tote,https://mokobara.com/products/the-dawn-tote,Totes & Handbags,5999,5999,true,Cotton Cloud | Black Coffee | Coconut Cream | Money Moves,4,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Dawn-Tote-3.0-Coconut-Cream-1.jpg?v=1775808192
7085105053766,Easy Going Tote,the-easy-going-tote,https://mokobara.com/products/the-easy-going-tote,Totes & Handbags,6499,6499,true,Coconut Cream | Money Moves | Tan Lines,3,30DAY | ;ITRVJL | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Easy-Going-Tote-Coconut-Cream-1_9336e443-6f6a-4b58-9ea9-e4ac114806a7.jpg?v=1776409893
7892889174086,Aisle Crossbody,the-aisle-crossbody,https://mokobara.com/products/the-aisle-crossbody,Travel Accessories,1699,1699,true,Nice Ice | Money Moves | Excuse me | Forest,4,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/TheAisleSling2_Excuseme_-01.jpg?v=1774952802
8389841944646,Bliss Tote,the-bliss-tote,https://mokobara.com/products/the-bliss-tote,Totes & Handbags,7499,7499,true,Plot Twist | Money Moves | Old Money,3,30DAY | 30Trial | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Bliss_Tote_PLOT_TWIST-01_bb683ff1-58d7-40e2-ac4b-deee4f4c6f8d.jpg?v=1778668635
7025069588550,Hanging Toiletry Bag,the-hanging-toiletry-bag,https://mokobara.com/products/the-hanging-toiletry-bag,Travel Accessories,3299,3299,true,Money Moves | Private Island,2,30DAY | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Hanging_Toiletry_Bag_Shopify-01.webp?v=1777543974
8177561698374,Stash Card Case,stash-card-case,https://mokobara.com/products/stash-card-case,Travel Accessories,1799,1799,true,Money Moves | Ka-Ching,2,lgsy_non_exchangeable | lgsy_non_returnable | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Stash-Card-Case_Ka-ching-1.jpg?v=1770100362
8177421877318,Stash Bifold Wallet,stash-bifold,https://mokobara.com/products/stash-bifold,Travel Accessories,2199,2199,true,Ka-Ching | Money Moves | Tan Lines,3,lgsy_non_exchangeable | lgsy_non_returnable | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Ka-ching-Bifold_Millionaire_s-Shortbread-1.jpg?v=1769788169
8177563566150,Stash Travel Wallet,stash-travel-bifold,https://mokobara.com/products/stash-travel-bifold,Travel Accessories,2499,2499,true,Ka-Ching | Money Moves,2,lgsy_non_exchangeable | lgsy_non_returnable | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Stash-Travel-Bifold_MM-1.jpg?v=1769784968
8177562353734,Stash Passport Sleeve,stash-passport-wallet,https://mokobara.com/products/stash-passport-wallet,Travel Accessories,2499,2499,true,Money Moves | Ka-Ching,2,Igsy_non_exchangeable | Igsy_non_returnable | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Ka-ching-Passport-Wallet_Millionaire_s-Shortbread-1.jpg?v=1769784729
8177454415942,Stash Slim Bifold Wallet,stash-slim-bifold,https://mokobara.com/products/stash-slim-bifold,Travel Accessories,1999,1999,true,Tan Lines | Ka-Ching | Money Moves,3,lgsy_non_exchangeable | lgsy_non_returnable | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Stash-Bifold_MM-1_deb0dc63-b33e-4777-9076-f685b41dd067.jpg?v=1769794955
7156017791046,Moko Pin,the-moko-pin,https://mokobara.com/products/the-moko-pin,Travel Accessories,699,699,true,Money Moves | Richie Rich,2,lgsy_non_exchangeable | lgsy_non_returnable | POSX,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Moko-Pins_Crypto-1_b9aa27d5-da2a-4669-ba76-59a68f09b0e4.jpg?v=1709813935
6970527121478,Work Backpack - 19L,the-work-backpack,https://mokobara.com/products/the-work-backpack,Backpacks,8499,8499,true,Money Moves | Home Grown Sunray | Headspace | Money Moves 1.0 | Headspace 1.0,5,30DAY | ;ITRVJL | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Work-Backpack_2.0-Crypto-1_bb460c16-5301-4814-aed4-5f6ddfeae11b.jpg?v=1775463105
7162446446662,Kaleido Backpack - 28L,the-kaleido-backpack,https://mokobara.com/products/the-kaleido-backpack,Backpacks,4799,4799,true,Seaweed Green | Money Moves | Mixed Signal | Deep Dive | Feeling Grapeful (plush) | Deep Dive (plush),6,30DAY | ;ITRVJL | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/The-Kaleido-Backpack_Crypto-1_4b719e74-24e9-45e6-8009-08124f010bcc.webp?v=1775643063
8043317755974,Aisle Laptop Sleeve - 15.6 inch,the-aisle-laptop-sleeve-large,https://mokobara.com/products/the-aisle-laptop-sleeve-large,Travel Accessories,1499,1499,true,Nice Ice | Money Moves | Bear Hug,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Aisle-Laptop-Sleeve_Large-Money-Moves--1.jpg?v=1775455107
8043161190470,Aisle Laptop Sleeve - 14 inch,the-aisle-laptop-sleeve,https://mokobara.com/products/the-aisle-laptop-sleeve,Travel Accessories,1299,1299,true,Money Moves | Bear Hug | Nice Ice,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Aisle-Laptop-Sleeve_Small-Money-Moves--1.jpg?v=1767862073
7114599858246,Packing Cubes (Set of 6),the-packing-cubes-set-of-6,https://mokobara.com/products/the-packing-cubes-set-of-6,Travel Accessories,1899,1899,true,Still Loading Sunray | Money Moves | Homegrown Sunray,3,lgsy_non_exchangeable | lgsy_non_returnable | NO_RETURN | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Packing-Cube-Black-1_ae5318aa-442a-400d-bda5-6d89c3028959.jpg?v=1776410126
7114599366726,Packing Cubes (Set of 4),the-packing-cubes-set-of-4,https://mokobara.com/products/the-packing-cubes-set-of-4,Travel Accessories,1499,1499,true,Homegrown Sunray | Still Loading Sunray | Money Moves,3,lgsy_non_exchangeable | lgsy_non_returnable | NO_RETURN | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Packing-Cube-G-1_58ca89a4-86f0-4d40-bd2c-7886de457853.jpg?v=1775022219
8296744288326,Skye Tote,the-skye-tote,https://mokobara.com/products/the-skye-tote,Totes & Handbags,5699,5699,true,Coconut Cream | Still Loading,2,30DAY | ;ITRVJL | MOKO_PIN | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Skye-Tote_CC-1.webp?v=1774093526
7777414021190,Take-Out Lunch Bag,the-take-out-lunch-bag,https://mokobara.com/products/the-take-out-lunch-bag,Travel Accessories,2999,2999,true,Tan Lines | Lucky Charm | Money Moves Sunray | Seaweed Green | Vision Board | Money Moves,6,lgsy_non_exchangeable | lgsy_non_returnable | NO_RETURN | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/Lunch-bag-TL-1_99952f21-f8f5-489e-b115-96dbfaa95564.jpg?v=1772464982
7721652518982,Teriyaki Backpack,the-teriyaki-backpack,https://mokobara.com/products/the-teriyaki-backpack,Backpacks,8999,8999,true,Black Sesame | Tofu,2,30DAY | ;ITRVJL | MOKO_PIN | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Teriyaki-Backpack-Black-Sesame-Shopify-1_563bcdf5-a18b-41a4-be25-94162a4b1918.jpg?v=1768216040
6970522697798,Overnighter Backpack - 23L,the-overnighter-backpack,https://mokobara.com/products/the-overnighter-backpack,Backpacks,8999,8999,true,Headspace | Money Moves | Home Grown Sunray,3,30DAY | ;ITRVJL | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Overnighter-Backpack_2.0_Headspace-1_5d7d9473-adbb-4b42-9714-43961b9644fc.jpg?v=1784526880
7688724545606,Tinker Diaper Backpack - 23L,the-tinker-diaper-backapck,https://mokobara.com/products/the-tinker-diaper-backapck,Backpacks,6999,6999,true,Beach Baby | Bedtime Story | Nomnom,3,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Tinker-Diaper-Backpack_Beach-Baby_b4cd8931-08e7-41d4-9bf5-8d9246d09cea.jpg?v=1775645513
7124884947014,Transit Briefcase,the-transit-briefcase,https://mokobara.com/products/the-transit-briefcase,Briefcases & Duffles,5499,5499,true,Homegrown Sunray | Tailored Blue | Money Moves | Money Moves Sunray | Seize the Gray,5,30DAY | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Transit-Briefcase_2.0_HS-1.jpg?v=1771999956
8155502870598,Astrid Tote,the-astrid-tote,https://mokobara.com/products/the-astrid-tote,Totes & Handbags,6499,6499,true,Morning Affirmations | Oatmilk,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/TheAstridToteOatmilk-Shopify1.jpg?v=1767598150
7805409787974,Dim Sum Backpack - 10L,the-dim-sum-backpack,https://mokobara.com/products/the-dim-sum-backpack,Kids Backpacks,3299,3299,true,Petal City | Turbo Turtle | Hot Shot | Munchkin | Cotton Candy,5,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Dim_Sum_Backpack_Petal_City_Shopify_1.jpg?v=1770707679
7124221788230,Transit Crossbody Sling,the-transit-crossbody-sling,https://mokobara.com/products/the-transit-crossbody-sling,Travel Accessories,3999,3999,true,Money Moves | Seize The Grey,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Transit-Crossbody-Sling_2.0_Crypto-1_1a47c60f-d79c-41cf-b86a-c1fb257a826f.jpg?v=1769156196
7143162642502,Transit Luggage - Check-in Large,the-transit-check-in-large-luggage,https://mokobara.com/products/the-transit-check-in-large-luggage,Luggage,7999,7999,true,Money Moves | Money Moves Sunray | So Matcha | Still Loading Brownray | We Meet Again Sunray | Shy Blue | Excuse Me | Summer | Blue'd Up,9,30DAY | C+Z | POSX | UPDATE | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The_Transit_Luggage_-_Large-01_05e5d3bd-aaba-48d6-a07a-306cc5276d37.jpg?v=1775126224
7893631795270,Dodge Backpack,the-dodge-backpack,https://mokobara.com/products/the-dodge-backpack,Backpacks,7999,7999,true,Space Station Coffee | Light Year,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Dodge-Backpack-Light-Year-Shopify-1_f6c9e053-8315-4a45-bafa-14ae495e01fc.jpg?v=1773133361
7673554174022,Wonder Kit,the-wonder-kit,https://mokobara.com/products/the-wonder-kit,Travel Accessories,2999,2999,true,Coastline | Money Moves,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Wonder-Kit_S_A_Coastline-1_a6293fe7-7297-48d2-b710-d61b4020a868.jpg?v=1769062339
7640776343622,Transit Cabin Overnighter,the-transit-cabin-overnighter,https://mokobara.com/products/the-transit-cabin-overnighter,Luggage,6999,6999,true,We Meet Again Sunray | Money Moves Sunray | Shy Blue | Excuse Me | So Matcha Limeray | Crypto Sunray 1.0 | So Matcha Limeray 1.0 | We Meet Again Sunray 1.0,8,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Transit-Cabin-Overnighter-3_2.0_WMAS-1_1.jpg?v=1770707345
4830272159814,Backpack - 16L,the-backpack-bags-online,https://mokobara.com/products/the-backpack-bags-online,Backpacks,4299,4299,true,Money Moves | Deep Dive | Green Energy | Happy Green | Nice & Dusty | Modern Love | Pretzel,7,30DAY | MOKO_PIN | popin | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/products/The-Backpack_DD-1-New.webp?v=1766729688
7816624767046,Astronaut Backpack - 25L,the-astronaut-backpack,https://mokobara.com/products/the-astronaut-backpack,Backpacks,7499,7499,true,On The Rocks | Money Moves,2,30DAY | MOKO_PIN | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Astronaut-Backpack--Shopify-1.jpg?v=1775457733
7923545473094,Aisle Trunk - Set of 2,the-aisle-trunk-set-of-2,https://mokobara.com/products/the-aisle-trunk-set-of-2,Luggage,10999,10999,true,Money Moves | Shy Blue | Homegrown | Cool Beans | Stardust,5,30DAY | C+Z | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Aisle-Trunk_Set-of-2_Money-Moves-1.jpg?v=1773643851
7923535413318,Aisle Trunk - Cabin,the-aisle-trunk-cabin,https://mokobara.com/products/the-aisle-trunk-cabin,Luggage,5499,5499,true,Stardust | Homegrown | Cool Beans | Shy Blue | Money Moves,5,30DAY | C+Z | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Aisle-Trunk_Cabin_Stardust-1.jpg?v=1775111349
7145399681094,Terra Work Backpack - 25L,the-terra-work-backpack,https://mokobara.com/products/the-terra-work-backpack,Backpacks,9999,9999,true,Reflection Day | Money Moves | Headspace 1.0 | Homebrew Sunray (Limited Edition) 1.0 | Crypto 1.0 | Reflection Day 1.0,6,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Terra-Work-Backpack_2.0_Crypto-1.jpg?v=1766729792
7816553529414,Coupe Backpack - 28L,the-coupe-backpack,https://mokobara.com/products/the-coupe-backpack,Backpacks,7999,7999,true,Coastline | Grey Matter,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Coupe-Backpack_Grey-Matter-Shopify-1_0275d09e-afb1-43c6-8d4f-a6d94866f2c1.jpg?v=1785743173
7802703708230,Kickstreet Backpack - 21L,the-kickstreet-backpack,https://mokobara.com/products/the-kickstreet-backpack,Backpacks,6999,6999,true,Mokogram - Tofu | Mokogram - Black Sesame,2,30DAY | POSX | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Kickstreet-Backpack_Black-Sesame-1_17e8d461-c663-4dc8-9f9a-31c517218ae5.jpg?v=1773308979
7210167173190,Element Backpack - 18L,the-element-backpack,https://mokobara.com/products/the-element-backpack,Backpacks,5999,5999,true,Green Energy | Money Moves | Deep Dive,3,30DAY | MOKO_PIN | popin | POSX | RAIN | WARRANTY,https://cdn.shopify.com/s/files/1/0068/7341/5750/files/The-Element-Backpack_Crypto-1.webp?v=1776409678
